rollnumber,firstname,last name,gender,father name,location ,mobile number,Email,experience,graduation,% of marks,ssc marks,intermarks,entrance exam,entrance score,entrance score %,specialization,attendence,cgpa,DOB,address
121336,Charde,F,male,Barry,GUJARAT,9000717085,Claire_Pagac@gaston.info,2,B.Com,64,537,702,CAT,560,98,OPERATIONS,18,3,9/1/1986,48 Katy Fwy
121338,Hayfa,G,male ,Salvador,ORISA,9000717086,Kelvin@leopold.net,2,B.Tech,52,390,929,ATMA,558,79,ANALYTICS,66,4,11/16/1987,838 Roland Dr
121339,Imani,H,female,Randall,BANGLORE,9000717087,Bruce.Spencer@deondre.us,2,B.Com,88,332,829,MAT,493,73,MARKETING,91,3,8/30/1988,73210 North Ave
121340,Cassady,I,male,Rogan,BIHAR,9000717088,Scotty.Nicolas@chaim.name,5,B.Tech,69,371,867,CAT,431,61,HR,85,4,11/30/1986,674 FM 3393
121342,Kerry,J,male ,Ashton,DELHI,9000717089,Judge_Witting@omari.name,2,B.B.A,61,534,756,ATMA,428,84,FINNCE,52,3,8/15/1988,926 Neals Fwy
121343,Brynne,K,female,Driscoll,TAMILNADU,9000717090,Camryn.Pollich@berniece.name,1,B.Tech,84,523,996,MAT,539,90,OPERATIONS,99,3,5/29/1986,63492 SW Stallings Dr
121344,Kelsey,L,male,Roth,KERALA,9000717091,Etha@kip.net,0,B.Tech,83,324,775,CAT,539,81,ANALYTICS,53,5,4/23/1987,67609 N Railroad Ave
121345,Tara,M,male ,Guy,ASSAM,9000717092,Eveline.Berge@raphael.biz,3,B.Com,85,302,796,ATMA,492,82,MARKETING,90,4,1/16/1986,54 Ghost Creek
121346,Lynn,N,female,Ronan,JAIPUR,9000717093,Lindsay@reilly.me,4,B.E.,88,528,855,MAT,565,70,HR,77,4,2/16/1986,80567 Culver St
121346,Alana,O,male,Matthew,ANDHRA,9000717094,Brooklyn.Beier@royal.biz,0,B.Tech,78,499,813,CAT,497,67,FINNCE,53,3,9/28/1989,49 State Spur 271
121348,Sonia,P,male ,Vladimir,TELANGANA,9000717095,Linnea.Beer@lauren.tv,5,B.Tech,57,447,968,ATMA,506,83,OPERATIONS,48,4,12/21/1988,133 State Hwy 149
121349,Tanya,Q,female,Barry,UP,9000717096,Karolann_Lowe@annamarie.com,1,B.Tech,72,416,920,MAT,473,72,ANALYTICS,79,3,8/30/1988,78860 State Spur 470
121350,Idona,R,male,Cullen,GUJARAT,9000717097,Providenci@laverne.co.uk,1,B.Com,59,522,800,CAT,443,80,MARKETING,25,4,10/7/1987,965 S Highland Ave
121351,Deirdre,S,male ,Uriah,ORISA,9000717098,Lelia.Wolff@kamille.io,4,BBA,73,342,958,ATMA,424,60,HR,43,4,2/5/1985,75 State Loop 377
121357,Naomi,T,female,Quinn,BANGLORE,9000717099,Jack@america.ca,3,B.A.(ECO),77,320,712,MAT,575,75,FINNCE,19,4,7/27/1986,2214 Manley Ln
121359,Deirdre,U,male,Keefe,BIHAR,9000717100,Dawson@sheila.me,3,B.com,72,305,877,CAT,460,79,OPERATIONS,61,4,4/23/1986,5868 Ranchroad 261
121408,Regina,V,male ,Alec,DELHI,9000717101,Jerome@kevon.name,5,B.Com,52,414,753,ATMA,412,88,ANALYTICS,34,5,10/21/1988,73223 Harding St
121413,Nomlanga,W,female,Cadman,TAMILNADU,9000717102,Sienna@rhett.biz,1,B.Tech,55,332,705,MAT,439,60,MARKETING,56,4,1/16/1988,58461 Nueces St
121418,Zelda,X,male,Ishmael,KERALA,9000717103,Lesley@conner.biz,1,B.Com,56,567,742,CAT,413,63,HR,99,3,2/3/1989,541 N Martin Luther King
121419,Ursa,Y,male ,Kennan,ASSAM,9000717104,Francisco_Lakin@tierra.org,4,B.B.A,84,442,780,ATMA,486,96,FINNCE,79,4,8/7/1987,47 State Hwy 13
121420,Kiayada,Z,female,Jacob,JAIPUR,9000717105,Conrad@pat.me,1,B.Com,68,439,814,MAT,482,82,OPERATIONS,30,3,10/20/1985,25817 N Panam Expy
121441,Nicole,A,male,Francis,ANDHRA,9000717106,Zena.Moen@remington.ca,3,B.Pharm,87,550,889,CAT,486,96,ANALYTICS,18,3,11/6/1985,8885 State Loop 424
122103,Xaviera,B,male ,Chaim,TELANGANA,9000717107,Baron@thurman.com,5,BBM,86,464,780,ATMA,577,70,MARKETING,36,4,8/12/1986,4040 State Spur 47
122110,Zelenia,C,female,Emerson,UP,9000717108,Myrtice@ophelia.name,2,B.B.A,86,446,782,MAT,599,60,HR,32,4,6/12/1988,612 S Union St
122142,Phoebe,D,male,Brett,GUJARAT,9000717109,Nyasia@lorenza.me,1,B.Tech,79,466,969,CAT,418,94,FINNCE,17,3,10/15/1989,56735 N Cage Blvd
122148,Shay,E,male ,Quamar,ORISA,9000717110,Joelle.Toy@ardella.biz,5,B.Tech,65,580,986,ATMA,494,94,OPERATIONS,36,5,10/22/1988,186 State Spur 350
122158,Shaeleigh,F,female,Uriel,BANGLORE,9000717111,Garth@estrella.me,4,B.Tech,84,594,863,MAT,597,97,ANALYTICS,73,5,4/11/1987,31607 Stonegate Blvd
122160,Idona,G,male,Keaton,BIHAR,9000717112,Gisselle@queenie.info,2,B.Pharm,54,355,905,CAT,525,72,MARKETING,18,5,1/17/1987,66259 State Hwy W 199
122202,Neve,H,male ,Myles,DELHI,9000717113,Darlene@elizabeth.tv,0,B.Com,63,535,850,ATMA,430,61,HR,97,4,12/4/1987,4777 Padre Island Dr Brg
122204,Ciara,I,female,Jasper,TAMILNADU,9000717114,Terence_Rolfson@jean.me,1,B.Com,72,314,820,MAT,435,66,FINNCE,71,3,8/17/1987,456 W Monroe St
122233,Laurel,J,male,Isaiah,KERALA,9000717115,Kaleb@scarlett.me,4,B.Tech,81,347,902,CAT,566,68,OPERATIONS,60,3,8/24/1987,988 Tiger Dr
122258,Ignacia,K,male ,Grady,ASSAM,9000717116,Charlotte.Schneider@sharon.tv,5,B.Tech,67,469,878,ATMA,546,61,ANALYTICS,81,5,3/26/1989,226 E Hurst
122302,Aphrodite,L,female,Chase,JAIPUR,9000717117,Ruthie@coby.biz,5,B.Tech,81,525,784,MAT,595,79,MARKETING,89,3,10/1/1985,116 State Loop 533
122360,Gay,M,male,Chaim,ANDHRA,9000717118,Hildegard.Johnson@aaron.name,0,B.Tech,65,374,712,CAT,489,64,HR,61,5,6/5/1986,3173 N Drake St
122402,Ruth,N,male ,Ali,TELANGANA,9000717119,Emie@cecil.net,3,B.com,80,338,830,ATMA,558,86,FINNCE,21,3,1/24/1988,451 E US Hwy 281
122421,Indira,O,female,Anthony,UP,9000717120,Cloyd_Daugherty@michael.info,5,B.Tech,70,577,722,MAT,477,69,OPERATIONS,97,4,7/30/1989,82 Hwy 81 N
122424,Rinah,P,male,Dean,GUJARAT,9000717121,Leila_Bednar@philip.net,1,B.B.A,61,590,830,CAT,530,76,ANALYTICS,19,5,1/13/1987,64 Summerhill Rd
122436,Eve,Q,male ,Malik,ORISA,9000717122,Laurence@laurel.me,0,B.B.A,72,329,843,ATMA,597,85,MARKETING,42,4,11/24/1989,5516 S Mehnert St
123105,Nicole,R,female,Quentin,BANGLORE,9000717123,Jasper.Zboncak@bonita.info,4,B.Com,50,481,729,MAT,565,65,HR,89,5,5/3/1986,36 State Loop 485
123120,Freya,S,male,Ahmed,BIHAR,9000717124,Fernando_Davis@kara.co.uk,2,B.Tech,51,385,807,CAT,432,64,FINNCE,91,5,9/21/1986,40140 State Loop 173
123144,Cara,T,male ,Benedict,DELHI,9000717125,Jacey@austen.name,3,B.Com,83,415,926,ATMA,404,81,OPERATIONS,43,3,3/29/1986,48831 S Wood St
123144,Rana,U,female,Norman,TAMILNADU,9000717126,Adella.Hahn@trevor.biz,1,B.Tech,78,473,754,MAT,550,62,ANALYTICS,53,5,5/9/1987,399 State Hwy 97 E
123153,Anika,V,male,Damon,KERALA,9000717127,Johnny@francisca.us,4,B.Sc.,89,458,979,CAT,574,88,MARKETING,45,5,2/6/1988,2934 Fort Bend Pkwy
123156,Avye,W,male ,Edward,ASSAM,9000717128,Belle@santiago.info,0,B.Com,84,347,821,ATMA,429,84,HR,66,4,6/7/1985,40 College Park Dr
123201,Robin,X,female,Cyrus,JAIPUR,9000717129,Peyton.Kutch@bennie.net,0,B.Tech,55,544,854,MAT,562,84,FINNCE,42,5,7/30/1988,57692 E Irving Blvd
123214,Astra,Y,male,Cameron,ANDHRA,9000717130,Cristina@audrey.ca,5,B.Sc.,83,367,982,CAT,576,92,OPERATIONS,57,4,10/4/1985,37 S Key Ave
123224,Freya,Z,male ,Garrett,TELANGANA,9000717131,Jayden@vince.org,0,B.Tech,57,548,826,ATMA,553,94,ANALYTICS,14,3,9/26/1986,87 S 6th St
123230,Sacha,A,female,Jackson,UP,9000717132,Hilario_Mayert@karley.co.uk,2,B.Tech,59,383,762,MAT,546,78,MARKETING,77,3,6/29/1989,62277 State Hwy 100
123243,Madonna,B,male,Brennan,GUJARAT,9000717133,Ian.Kovacek@alisha.name,1,B.Tech,67,570,843,CAT,401,95,HR,93,3,12/31/1986,20579 Loop 500
123254,Noelle,C,male ,Damian,ORISA,9000717134,Melyna@frederique.net,1,B.Com,82,378,894,ATMA,441,77,FINNCE,87,4,1/30/1987,2760 Bois D'Arc
123255,Kay,D,female,Declan,BANGLORE,9000717135,Laverne_Koepp@jennings.io,0,B.Tech,55,466,866,MAT,539,73,OPERATIONS,21,5,1/28/1989,57 Dessau Rd
123256,Pearl,E,male,Eagan,BIHAR,9000717136,Dolores.Greenfelder@kristy.us,2,B.Tech,60,577,723,CAT,564,65,ANALYTICS,52,4,6/3/1986,23 FM 684
123257,Genevieve,F,male ,Brenden,DELHI,9000717137,Stanley_Cronin@justyn.ca,3,B.Tech,86,397,822,ATMA,417,84,MARKETING,25,4,4/7/1987,52442 Fisher St
123260,Madonna,G,female,Mohammad,TAMILNADU,9000717138,Shania@hope.me,1,B.Tech,55,418,739,MAT,400,72,HR,78,3,3/11/1988,7616 US Hwy 59F Bus
123309,Eden,H,male,Jameson,KERALA,9000717139,Kathlyn_Little@torrance.biz,1,B.Tech,85,514,900,CAT,509,86,FINNCE,31,3,8/5/1989,19048 N Dill St
123311,Anne,I,male ,Preston,ASSAM,9000717140,Koby_OConner@brennan.net,0,B.Com,82,586,757,ATMA,507,81,OPERATIONS,87,3,11/10/1987,961 E Hwy 377
123313,Rana,J,female,Owen,JAIPUR,9000717141,Vickie@brooke.ca,4,B.Tech,59,383,725,MAT,498,93,ANALYTICS,65,4,4/11/1989,525 Donigan Rd
123333,Calista,K,male,Jamal,ANDHRA,9000717142,Laury@bobby.tv,3,B.Tech,59,463,946,CAT,454,80,MARKETING,80,5,7/31/1989,667 S Bryant Blvd
123337,Yoko,L,male ,Graiden,TELANGANA,9000717143,Reilly@anthony.biz,0,B.Tech,66,495,899,ATMA,479,96,HR,10,5,11/4/1987,431 W Dallas Ave
123341,Summer,M,female,Charles,UP,9000717144,Assunta.Willms@kelley.biz,5,B.Tech,65,448,761,MAT,565,95,FINNCE,68,3,9/27/1989,210 E Rio Grande St
123352,Karen,N,male,Holmes,GUJARAT,9000717145,Savion@nolan.net,3,B.Tech,87,459,830,CAT,435,93,OPERATIONS,67,4,3/6/1985,16 E State Hwy 115
123353,Giselle,O,male ,Harper,ORISA,9000717146,Will_Schulist@francis.com,4,B.Sc.,59,398,923,ATMA,419,95,ANALYTICS,90,3,5/29/1988,62 FM 916
123354,Reagan,P,female,Tyler,BANGLORE,9000717147,Ayla@lizeth.com,3,B.Tech,65,429,730,MAT,434,67,MARKETING,79,4,6/14/1986,1281 State Hwy 35C Bus
123355,Naida,Q,male,Hammett,BIHAR,9000717148,Mellie@philip.us,1,B.Tech,79,586,712,CAT,483,88,HR,39,4,2/1/1987,898 Avenue E
123356,Jordan,R,male ,Macon,DELHI,9000717149,Alysa@sigurd.io,4,B.E.,66,384,963,ATMA,482,95,FINNCE,82,3,7/21/1985,99086 State Hwy 329
123358,Medge,S,female,Davis,TAMILNADU,9000717150,Ofelia.Witting@rusty.biz,2,B.Sc.,83,514,728,MAT,467,83,OPERATIONS,66,4,4/10/1985,897 S Grant Ave
123401,Celeste,T,male,Allen,KERALA,9000717151,Jessy@darren.biz,1,B.Tech,89,594,726,CAT,592,72,ANALYTICS,11,5,6/27/1987,73 W Rio Grande St
123404,Melissa,U,male ,Allistair,ASSAM,9000717152,Lazaro_Champlin@cora.ca,5,B.Com,67,357,735,ATMA,536,63,MARKETING,97,5,8/13/1987,810 FM 466
123407,Madeline,V,female,Francis,JAIPUR,9000717153,Garrett_Wisozk@mazie.biz,4,B.Sc,70,600,731,MAT,446,87,HR,96,4,3/4/1989,61 Central Texas Expy
123409,Jena,W,male,Boris,ANDHRA,9000717154,Oswald_Corwin@wilfrid.me,3,B.Tech,65,322,851,CAT,460,70,FINNCE,42,5,9/4/1989,864 SW H K Dodgen Loop
123411,Lee,X,male ,Derek,TELANGANA,9000717155,Emelie@shakira.info,3,B.Sc.,62,402,915,ATMA,512,84,OPERATIONS,11,3,10/31/1985,896 State Spur 290
123412,Cora,Y,female,Drew,UP,9000717156,Aurelio@marilou.com,5,B.Tech,76,586,801,MAT,540,89,ANALYTICS,48,4,9/28/1986,674 N East End Blvd
123416,Scarlett,Z,male,Carter,GUJARAT,9000717157,Jeramie.Koepp@matilde.tv,0,B.Pharm,66,426,873,CAT,451,71,MARKETING,83,4,4/22/1985,31 Hwt 62
123422,Phyllis,A,male ,Abbot,ORISA,9000717158,Hailee@hattie.tv,0,B.Tech,73,382,972,ATMA,573,70,HR,25,5,10/30/1986,91498 Halsell Ave
123423,Alma,B,female,Giacomo,BANGLORE,9000717159,Lydia_Yundt@daryl.info,1,B.Tech,68,323,869,MAT,400,70,FINNCE,60,3,1/5/1986,264 W Washington St
123425,Brielle,C,male,Eaton,BIHAR,9000717160,Lindsay@giovani.biz,5,B.Tech,85,502,915,CAT,581,60,OPERATIONS,23,4,1/5/1987,41547 Cora St
123426,Melinda,D,male ,Xenos,DELHI,9000717161,Lexi@eula.info,5,B.Tech,53,431,777,ATMA,505,92,ANALYTICS,83,4,8/17/1989,10241 Merle
123428,Petra,E,female,Wesley,TAMILNADU,9000717162,Nathaniel@gisselle.io,4,B.Com,54,591,972,MAT,586,75,MARKETING,10,4,10/19/1988,2941 State Hwy 323 NW
123429,Shelly,F,male,Hasad,KERALA,9000717163,Geovanni.Kshlerin@arely.com,4,B.Tech ,54,447,768,CAT,491,65,HR,68,3,5/10/1987,8266 State Hwy 166
123430,Kylynn,G,male ,Amos,ASSAM,9000717164,Stevie@queen.tv,4,B.E,50,498,867,ATMA,545,67,FINNCE,30,5,12/18/1986,284 E Oak St
123431,Zia,H,female,Grady,JAIPUR,9000717165,Alexys.Heaney@javier.org,0,B.Tech,58,319,829,MAT,457,95,OPERATIONS,33,4,1/6/1986,3050 W Corpus Christi St
123432,Lee,I,male,Jelani,ANDHRA,9000717166,Dianna@kole.io,0,B.Tech,82,485,908,CAT,559,71,ANALYTICS,95,3,1/28/1986,3623 S Austin St
123433,Patience,J,male ,Hakeem,TELANGANA,9000717167,Elbert_Reynolds@vincenza.io,4,B.Tech,53,370,948,ATMA,491,75,MARKETING,33,3,4/22/1986,8691 N Home St
123434,Dakota,K,female,Thane,UP,9000717168,Jolie@katharina.io,1,B.Tech,89,488,707,MAT,510,68,HR,54,3,6/30/1988,48241 E Bensdale St
123437,Lisandra,L,male,Laith,GUJARAT,9000717169,Lela_Reynolds@lurline.co.uk,5,B.Sc.,90,346,727,CAT,471,72,FINNCE,55,4,3/28/1985,569 State Loop 472
123438,Shay,M,male ,Samuel,ORISA,9000717170,Herminia.Cremin@megane.net,5,B.Tech,73,312,908,ATMA,490,97,OPERATIONS,77,3,2/5/1985,69176 State Hwy 368
123440,Sigourney,N,female,Howard,BANGLORE,9000717171,Alana_Luettgen@marlon.co.uk,1,B.Tech,77,458,710,MAT,451,68,ANALYTICS,15,3,3/3/1986,6673 Cr 2830
123443,Zenia,O,male,Hasad,BIHAR,9000717172,Mervin@philip.biz,5,B.Tech,71,316,769,CAT,421,67,MARKETING,69,4,6/12/1987,67 S Louise St
123444,Galena,P,male ,Lucius,DELHI,9000717173,Julianne.Purdy@arch.name,4,B.Com,77,365,816,ATMA,589,73,HR,87,3,8/29/1985,9240 S Wood St
123445,Margaret,Q,female,Dante,TAMILNADU,9000717174,Nikolas_Dibbert@marcella.io,0,B.Tech,64,316,765,MAT,425,72,FINNCE,27,5,9/6/1989,738 Old Katy Rd
123446,Nerea,R,male,Isaiah,KERALA,9000717175,Ola_White@barney.ca,4,B.Tech,83,339,760,CAT,559,94,OPERATIONS,58,4,5/30/1985,8155 E Bus 380
123447,Tanya,S,male ,Xander,ASSAM,9000717176,Eldora_Barton@madeline.me,0,BBA,68,513,750,ATMA,445,61,ANALYTICS,59,5,11/9/1985,87278 State Loop 425
9311,Kendall,T,female,Myles,JAIPUR,9000717177,Mohammed.Funk@stuart.me,5,B.Tech,50,545,800,MAT,466,94,MARKETING,26,5,9/3/1985,484 San Antonio
9312,Rose,U,male,Ethan,ANDHRA,9000717178,Trace.Jacobs@arely.biz,3,B.Tech,88,312,704,CAT,497,64,HR,97,3,3/14/1989,15 S Frazier St
9313,Erin,V,male ,Dillon,TELANGANA,9000717179,Imani.McClure@evalyn.info,3,B.Tech,74,448,796,ATMA,488,73,FINNCE,16,4,9/30/1989,18887 Cheyenne Pl
9314,Violet,W,female,Reese,UP,9000717180,Marion.Olson@sigmund.io,5,B.Tech,67,482,955,MAT,452,80,OPERATIONS,86,3,2/3/1989,423 State Hwy 186
9315,Halee,X,male,Solomon,GUJARAT,9000717181,Silas_Herzog@ambrose.io,1,B.Tech,83,343,724,CAT,463,92,ANALYTICS,20,3,2/14/1988,68 Wayside Dr
9316,Grace,Y,male ,Kane,ORISA,9000717182,Ernest_Murazik@verla.me,1,B.Tech,78,533,858,ATMA,595,65,MARKETING,52,5,4/21/1989,87665 W Wilks St
9317,Cecilia,Z,female,Audrey,BANGLORE,9000717183,Albina@arvilla.info,0,B.Com,57,530,730,MAT,567,88,HR,22,3,11/13/1987,142 S Day St
9318,Blythe,A,male,Jade,BIHAR,9000717184,Logan@ramona.com,3,Bsc(Cs),71,592,750,CAT,498,65,FINNCE,74,3,9/27/1988,664 Cowen St
9319,Charde,B,male ,Uta,DELHI,9000717185,Damon_Yundt@jamar.io,1,B.Tech,89,502,815,ATMA,403,68,OPERATIONS,89,4,7/21/1989,41591 Dyer St
9320,Hayfa,C,female,Unity,TAMILNADU,9000717186,Adam@jean.io,4,B.Tech,84,546,971,MAT,471,65,ANALYTICS,43,3,11/3/1985,949 E Omega St
9321,Imani,D,male,Nola,KERALA,9000717187,Kirsten@mafalda.biz,3,B.Tech,86,319,759,CAT,594,68,MARKETING,64,3,10/4/1987,96339 N Washington St
9322,Cassady,E,male ,Odessa,ASSAM,9000717188,Neil@desmond.co.uk,3,B.B.A,66,427,974,ATMA,538,84,HR,90,4,7/12/1986,3816 Kell E
9323,Kerry,F,female,Zorita,JAIPUR,9000717189,Dayne_Ernser@tiffany.name,5,B.Tech,68,516,978,MAT,461,83,FINNCE,39,3,10/2/1987,61384 Bailey Ave
9324,Brynne,G,male,Donna,ANDHRA,9000717190,Ford.Jast@alivia.com,3,B.Tech,61,518,918,CAT,561,68,OPERATIONS,20,5,2/12/1989,405 Wade Blvd
9325,Kelsey,H,male ,Ariana,TELANGANA,9000717191,Chris.Mraz@napoleon.net,2,B.Tech,65,465,958,ATMA,461,68,ANALYTICS,59,3,10/20/1986,173 Westwood Dr N
9326,Tara,I,female,Halla,UP,9000717192,Wilfred@vicente.com,3,B.Tech,56,352,913,MAT,402,67,MARKETING,72,5,12/1/1988,6956 US Hwy 59
9327,Lynn,J,male,Wynter,GUJARAT,9000717193,Jamal_Schoen@darian.ca,2,B.Tech,59,357,920,CAT,525,96,HR,39,5,5/11/1989,10 US Hwy 385
9328,Alana,K,male ,Rebecca,ORISA,9000717194,Toney@selena.info,5,B.Com,86,370,730,ATMA,456,74,FINNCE,30,3,6/6/1987,4391 Addicks Satsuma Rd
9329,Sonia,L,female,Hadley,BANGLORE,9000717195,Zella.Mayer@barrett.name,1,B.Tech,54,539,759,MAT,431,77,OPERATIONS,42,3,1/15/1987,98 State Hwy 51
9330,Tanya,M,male,Cameran,BIHAR,9000717196,Gerhard_Bosco@aurore.ca,4,B.Tech,89,372,986,CAT,498,77,ANALYTICS,19,4,10/21/1985,70 Grand Central Ave
9331,Idona,N,male ,Blaine,DELHI,9000717197,Natasha_Hettinger@jacques.tv,3,B.Pharm,68,492,850,ATMA,403,62,MARKETING,43,5,4/22/1986,65 N US Hwy 69
9332,Deirdre,O,female,Kitra,TAMILNADU,9000717198,Kaela@theodore.info,4,B.Com,57,540,734,MAT,505,60,HR,90,5,12/10/1986,47 E Houston Harte Expy
9333,Naomi,P,male,Yeo,KERALA,9000717199,Imani@allen.co.uk,0,B.tech,70,528,739,CAT,559,74,FINNCE,66,3,8/1/1986,98 W State Hwy 302
9334,Deirdre,Q,male ,Cora,ASSAM,9000717200,Ashlynn@marques.name,4,B.Com,72,371,771,ATMA,425,72,OPERATIONS,29,4,4/16/1986,95827 W Davis St
9335,Regina,R,female,Hadley,JAIPUR,9000717201,Viva.Rodriguez@barbara.com,0,B.Tech,75,582,783,MAT,577,95,ANALYTICS,57,3,12/3/1986,412 Carlos G Parker Blvd
9336,Nomlanga,S,male,Audra,ANDHRA,9000717202,Charlie@adalberto.biz,0,B.Sc,83,506,858,CAT,502,61,MARKETING,30,3,4/1/1988,410 E Katherine P Rains 
9337,Zelda,T,male ,Whoopi,TELANGANA,9000717203,Ruben_Becker@maryse.me,0,BBA,58,533,965,ATMA,453,65,HR,39,4,1/27/1989,85187 E US Hwy 70
9338,Ursa,U,female,Brielle,UP,9000717204,Abdullah@fausto.tv,3,B.Sc.,67,323,818,MAT,429,78,FINNCE,63,4,6/3/1989,434 Fort McKavitt St
9339,Kiayada,V,male,Indira,GUJARAT,9000717205,Nick@bettie.us,5,B.Com,84,439,937,CAT,416,77,OPERATIONS,13,4,10/28/1988,65 State Spur 494
9340,Nicole,W,male ,Charlotte,ORISA,9000717206,Flavio@hester.biz,5,B.E.,62,538,886,ATMA,473,64,ANALYTICS,95,5,8/12/1986,885 SW Loop 286
9341,Xaviera,X,female,Tallulah,BANGLORE,9000717207,Madisen@sydnee.biz,4,B.Tech.,72,374,898,MAT,586,91,MARKETING,74,5,3/11/1989,9535 E 2nd St
9342,Zelenia,Y,male,Piper,BIHAR,9000717208,Lucius_Glover@tevin.net,3,B.Tech.,86,304,986,CAT,519,95,HR,80,4,8/15/1986,40789 Rolater Rd
9343,Phoebe,Z,male ,Eve,DELHI,9000717209,Cordia@shane.co.uk,4,B.Tech.,66,526,724,ATMA,512,95,FINNCE,95,5,4/2/1985,253 NW 4th St
9344,Shay,A,female,Kaden,TAMILNADU,9000717210,Brianne_Bailey@sandy.name,3,B.C.A.,86,573,999,MAT,477,64,OPERATIONS,79,5,10/25/1985,8301 State Spur 434
9345,Shaeleigh,B,male,Savannah,KERALA,9000717211,Lillie_Block@genesis.ca,4,B.Tech.,75,411,737,CAT,422,82,ANALYTICS,95,4,3/15/1986,6470 S W 5th St
9346,Idona,C,male ,Cailin,ASSAM,9000717212,Audie_Boyle@martin.info,2,B.B.A.,75,309,975,ATMA,542,65,MARKETING,40,4,12/9/1986,23162 N Colorado St
9347,Neve,D,female,Zephr,JAIPUR,9000717213,Kyleigh_Schamberger@giovani.info,3,B.Sc.,59,533,708,MAT,469,76,HR,22,3,12/17/1985,26804 Spr 100
9348,Ciara,E,male,Rhonda,ANDHRA,9000717214,Chasity.Kuphal@clement.org,3,B.Tech.,80,402,993,CAT,597,69,FINNCE,32,3,1/27/1986,72 N State Hwy 11
9349,Laurel,F,male ,Maxine,TELANGANA,9000717215,Scot.Gleichner@iva.me,2,B.Tech,76,520,917,ATMA,479,73,OPERATIONS,51,3,7/5/1988,5574 Yeagua St
9350,Ignacia,G,female,Myra,UP,9000717216,Britney_Rowe@concepcion.ca,5,B.Com,60,570,882,MAT,439,72,ANALYTICS,81,3,10/24/1989,23 State Loop 385
9351,Aphrodite,H,male,Sacha,GUJARAT,9000717217,Tommie.Lemke@alysha.tv,0,B.Tech.,86,537,809,CAT,553,93,MARKETING,70,5,2/17/1989,6195 US Hwy 90A W
9352,Gay,I,male ,Scarlet,ORISA,9000717218,Anabel@moshe.co.uk,2,B.Com,56,385,867,ATMA,423,60,HR,88,5,2/27/1987,1256 Hempstead Rd
9353,Ruth,J,female,Deborah,BANGLORE,9000717219,Kenny_OConnell@christiana.info,0,B.Com,69,345,884,MAT,410,98,FINNCE,66,5,6/7/1988,7470 W Morris St
9354,Indira,K,male,Courtney,BIHAR,9000717220,Quinn.Gottlieb@lawson.biz,3,B.Tech.,90,499,833,CAT,597,84,OPERATIONS,100,3,4/3/1988,8174 I- 10 Bus
9355,Rinah,L,male ,Blaine,DELHI,9000717221,Clarabelle.Shanahan@colby.ca,5,B.Tech.,61,401,921,ATMA,403,83,ANALYTICS,74,5,11/10/1989,86478 Hwy 101 W
9356,Eve,M,female,Gillian,TAMILNADU,9000717222,Deangelo_Gaylord@chad.co.uk,2,B.Tech.,72,359,733,MAT,550,79,MARKETING,25,4,8/27/1989,4532 State Hwy 17 N
9357,Nicole,N,male,Dana,KERALA,9000717223,Lonny@jayden.org,0,B.Com,62,532,808,CAT,517,76,HR,67,4,7/23/1985,2280 Austin Rd
9358,Freya,O,male ,Brielle,ASSAM,9000717224,Elisabeth_Nicolas@kailyn.info,2,B.E.,68,423,913,ATMA,537,65,FINNCE,63,5,11/28/1988,48001 W Royal
9359,Cara,P,female,Deirdre,JAIPUR,9000717225,Anabelle@isaac.biz,5,B.Com,60,423,763,MAT,593,86,OPERATIONS,25,4,5/26/1988,7218 S Colorado St
9360,Rana,Q,male,April,ANDHRA,9000717226,Sheila@colleen.me,3,B.Tech.,62,593,874,CAT,409,80,ANALYTICS,53,5,9/2/1987,1813 N Powell Pkwy
9361,Anika,R,male ,Adria,TELANGANA,9000717227,Morris@larry.org,1,B.Com,89,435,729,ATMA,580,87,MARKETING,73,5,11/28/1988,23575 N Sunset Strip St
9362,Avye,S,female,Naomi,UP,9000717228,Jodie@andy.name,5,B.Tech.,80,491,968,MAT,518,84,HR,61,5,8/4/1988,417 N FM 51
9363,Robin,T,male,Ria,GUJARAT,9000717229,Caitlyn_Harris@elwin.io,5,BHMCT,54,409,975,CAT,587,73,FINNCE,44,4,2/22/1985,946 S Jackson St
9364,Astra,U,male ,Shea,ORISA,9000717230,Carmelo@anna.tv,2,B.Sc.,72,513,825,ATMA,558,80,OPERATIONS,86,5,2/26/1987,43614 State Loop 564
9365,Freya,V,female,Rhoda,BANGLORE,9000717231,Jaiden@neal.name,0,B.Tech.,51,491,753,MAT,491,70,ANALYTICS,98,3,4/23/1985,3581 E Broad St
9366,Sacha,W,male,Stella,BIHAR,9000717232,Calista.Klocko@carmine.co.uk,5,B.Tech.,81,449,810,CAT,484,62,MARKETING,93,3,9/10/1986,893 Ranch Rd 781
9367,Madonna,X,male ,Jena,DELHI,9000717233,Robbie.McDermott@summer.name,1,B.Tech.,68,469,873,ATMA,430,78,HR,92,3,10/12/1989,62503 Landa St
9368,Noelle,Y,female,Tatum,TAMILNADU,9000717234,Josiah@yasmeen.tv,5,B.Tech.,56,391,878,MAT,492,69,FINNCE,76,4,5/8/1987,1735 State Hwy 100
9369,Kay,Z,male,Miriam,KERALA,9000717235,Donald@madeline.me,5,B.Com,72,554,764,CAT,431,81,OPERATIONS,36,4,11/6/1989,99890 W Wilks St
